wave_id,step,truth_definition,respondent,n_perceived_groups,n_actual_groups,nmi,ari,n_agents_placed,n_expected,n_fail_safe
pre,1800,observed_interaction_recent_louvain_communities,Maria Lopez,2,8,0.182809,0.035662,25,25,0
pre,1800,observed_interaction_recent_louvain_communities,Mei Lin,3,8,0.308206,0.033457,25,25,0
pre,1800,observed_interaction_recent_louvain_communities,Rajiv Patel,3,8,0.239433,0.021512,25,25,0
pre,1800,observed_interaction_recent_louvain_communities,Ryan Park,2,8,0.247289,0.112117,25,25,0
pre,1800,observed_interaction_recent_louvain_communities,Sam Moore,2,8,0.223409,0.023191,25,25,0
pre,1800,observed_interaction_recent_louvain_communities,Tamara Taylor,3,8,0.315588,0.057600,25,25,0
pre,1800,observed_interaction_recent_louvain_communities,Tom Moreno,2,8,0.308641,0.169093,25,25,0
pre,1800,observed_interaction_recent_louvain_communities,Wolfgang Schulz,3,8,0.196899,-0.010940,25,25,0
pre,1800,observed_interaction_recent_louvain_communities,Yuriko Yamamoto,3,8,0.303232,0.072151,25,25,0
pre,1800,observed_interaction_recent_louvain_communities,__overall__,2.520000,8,0.255877,0.051209,25.000000,25,25
post,3300,observed_interaction_louvain_communities,Abigail Chen,4,5,0.418014,0.193218,25,25,0
post,3300,observed_interaction_louvain_communities,Adam Smith,3,5,0.196737,0.006070,25,25,0
post,3300,observed_interaction_louvain_communities,Arthur Burton,2,5,0.096478,-0.020000,25,25,0
post,3300,observed_interaction_louvain_communities,Ayesha Khan,3,5,0.127302,-0.063473,25,25,0
post,3300,observed_interaction_louvain_communities,Carlos Gomez,5,5,0.384703,0.143118,25,25,0
post,3300,observed_interaction_louvain_communities,Carmen Ortiz,3,5,0.174048,-0.005988,25,25,0
post,3300,observed_interaction_louvain_communities,Eddy Lin,2,5,0.143316,0.043419,25,25,0
post,3300,observed_interaction_louvain_communities,Francisco Lopez,2,5,0.333081,0.208937,25,25,0
post,3300,observed_interaction_louvain_communities,Giorgio Rossi,4,5,0.272541,0.065230,25,25,0
post,3300,observed_interaction_louvain_communities,Hailey Johnson,5,5,0.393894,0.217319,25,25,0
post,3300,observed_interaction_louvain_communities,Isabella Rodriguez,4,5,0.229045,-0.021277,25,25,0
post,3300,observed_interaction_louvain_communities,Jane Moreno,4,5,0.158499,-0.017784,25,25,0
post,3300,observed_interaction_louvain_communities,Jennifer Moore,5,5,0.232756,0.010271,25,25,0
post,3300,observed_interaction_louvain_communities,John Lin,3,5,0.164521,-0.017085,25,25,0
post,3300,observed_interaction_louvain_communities,Klaus Mueller,3,5,0.264566,0.046328,25,25,0
post,3300,observed_interaction_louvain_communities,Latoya Williams,4,5,0.298999,0.114781,25,25,0
post,3300,observed_interaction_louvain_communities,Maria Lopez,3,5,0.233102,0.069957,25,25,0
post,3300,observed_interaction_louvain_communities,Mei Lin,3,5,0.196105,0.037126,25,25,0
post,3300,observed_interaction_louvain_communities,Rajiv Patel,3,5,0.492651,0.333479,25,25,0
post,3300,observed_interaction_louvain_communities,Ryan Park,2,5,0.166627,-0.008454,25,25,0
post,3300,observed_interaction_louvain_communities,Sam Moore,3,5,0.068109,-0.083650,25,25,0
post,3300,observed_interaction_louvain_communities,Tamara Taylor,2,5,0.097203,0.020000,25,25,0
post,3300,observed_interaction_louvain_communities,Tom Moreno,3,5,0.191069,0.004298,25,25,0
post,3300,observed_interaction_louvain_communities,Wolfgang Schulz,2,5,0.110955,0.033333,25,25,0
post,3300,observed_interaction_louvain_communities,Yuriko Yamamoto,3,5,0.203468,-0.070584,25,25,0
post,3300,observed_interaction_louvain_communities,__overall__,3.200000,5,0.225912,0.049544,25.000000,25,0
post,3300,observed_interaction_recent_louvain_communities,Abigail Chen,4,7,0.377499,0.130973,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Adam Smith,3,7,0.267052,0.062897,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Arthur Burton,2,7,0.173101,0.053333,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Ayesha Khan,3,7,0.180507,-0.039312,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Carlos Gomez,5,7,0.335889,0.079437,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Carmen Ortiz,3,7,0.215803,0.004914,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Eddy Lin,2,7,0.221497,0.112991,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Francisco Lopez,2,7,0.308137,0.156118,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Giorgio Rossi,4,7,0.311471,0.048421,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Hailey Johnson,5,7,0.490660,0.266570,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Isabella Rodriguez,4,7,0.358639,0.130841,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Jane Moreno,4,7,0.218521,-0.020106,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Jennifer Moore,5,7,0.294022,0.002574,25,25,0
post,3300,observed_interaction_recent_louvain_communities,John Lin,3,7,0.210985,-0.027867,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Klaus Mueller,3,7,0.285972,0.049857,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Latoya Williams,4,7,0.353249,0.161230,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Maria Lopez,3,7,0.230102,0.040372,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Mei Lin,3,7,0.328626,0.108108,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Rajiv Patel,3,7,0.440270,0.227340,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Ryan Park,2,7,0.236405,0.085795,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Sam Moore,3,7,0.121167,-0.047904,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Tamara Taylor,2,7,0.188202,0.066667,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Tom Moreno,3,7,0.287877,0.060482,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Wolfgang Schulz,2,7,0.163092,0.026667,25,25,0
post,3300,observed_interaction_recent_louvain_communities,Yuriko Yamamoto,3,7,0.300768,0.075483,25,25,0
post,3300,observed_interaction_recent_louvain_communities,__overall__,3.200000,7,0.275980,0.072635,25.000000,25,0
