wave_id,step,truth_definition,respondent,n_perceived_groups,n_actual_groups,nmi,ari,n_agents_placed,n_expected,n_fail_safe
pre,1800,observed_interaction_recent_louvain_communities,Maria Lopez,2,8,0.182809,0.035662,25,25,0
pre,1800,observed_interaction_recent_louvain_communities,Mei Lin,3,8,0.308206,0.033457,25,25,0
pre,1800,observed_interaction_recent_louvain_communities,Rajiv Patel,3,8,0.239433,0.021512,25,25,0
pre,1800,observed_interaction_recent_louvain_communities,Ryan Park,2,8,0.247289,0.112117,25,25,0
pre,1800,observed_interaction_recent_louvain_communities,Sam Moore,2,8,0.223409,0.023191,25,25,0
pre,1800,observed_interaction_recent_louvain_communities,Tamara Taylor,3,8,0.315588,0.057600,25,25,0
pre,1800,observed_interaction_recent_louvain_communities,Tom Moreno,2,8,0.308641,0.169093,25,25,0
pre,1800,observed_interaction_recent_louvain_communities,Wolfgang Schulz,3,8,0.196899,-0.010940,25,25,0
pre,1800,observed_interaction_recent_louvain_communities,Yuriko Yamamoto,3,8,0.303232,0.072151,25,25,0
pre,1800,observed_interaction_recent_louvain_communities,__overall__,2.520000,8,0.255877,0.051209,25.000000,25,25
post,3000,observed_interaction_louvain_communities,Abigail Chen,4,6,0.355139,0.126100,25,25,0
post,3000,observed_interaction_louvain_communities,Adam Smith,6,6,0.357390,0.047453,25,25,0
post,3000,observed_interaction_louvain_communities,Arthur Burton,2,6,0.108072,-0.042753,25,25,0
post,3000,observed_interaction_louvain_communities,Ayesha Khan,2,6,0.091216,-0.054852,25,25,0
post,3000,observed_interaction_louvain_communities,Carlos Gomez,3,6,0.100711,-0.066916,25,25,0
post,3000,observed_interaction_louvain_communities,Carmen Ortiz,6,6,0.375027,0.057582,25,25,0
post,3000,observed_interaction_louvain_communities,Eddy Lin,3,6,0.237475,0.044396,25,25,0
post,3000,observed_interaction_louvain_communities,Francisco Lopez,4,6,0.336031,0.116998,25,25,0
post,3000,observed_interaction_louvain_communities,Giorgio Rossi,4,6,0.274003,0.041594,25,25,0
post,3000,observed_interaction_louvain_communities,Hailey Johnson,5,6,0.371974,0.093525,25,25,0
post,3000,observed_interaction_louvain_communities,Isabella Rodriguez,5,6,0.445603,0.162185,25,25,0
post,3000,observed_interaction_louvain_communities,Jane Moreno,3,6,0.227146,0.036577,25,25,0
post,3000,observed_interaction_louvain_communities,Jennifer Moore,5,6,0.413326,0.201805,25,25,0
post,3000,observed_interaction_louvain_communities,John Lin,4,6,0.385590,0.135394,25,25,0
post,3000,observed_interaction_louvain_communities,Klaus Mueller,4,6,0.403535,0.103586,25,25,0
post,3000,observed_interaction_louvain_communities,Latoya Williams,3,6,0.339446,0.143145,25,25,0
post,3000,observed_interaction_louvain_communities,Maria Lopez,2,6,0.151836,0.038912,25,25,0
post,3000,observed_interaction_louvain_communities,Mei Lin,2,6,0.075599,-0.054852,25,25,0
post,3000,observed_interaction_louvain_communities,Rajiv Patel,5,6,0.431439,0.174174,25,25,0
post,3000,observed_interaction_louvain_communities,Ryan Park,3,6,0.187653,-0.027867,25,25,0
post,3000,observed_interaction_louvain_communities,Sam Moore,4,6,0.142340,-0.057662,25,25,0
post,3000,observed_interaction_louvain_communities,Tamara Taylor,2,6,0.154424,-0.001986,25,25,0
post,3000,observed_interaction_louvain_communities,Tom Moreno,5,6,0.393868,0.136691,25,25,0
post,3000,observed_interaction_louvain_communities,Wolfgang Schulz,2,6,0.091415,-0.023472,25,25,0
post,3000,observed_interaction_louvain_communities,Yuriko Yamamoto,3,6,0.202096,0.008936,25,25,0
post,3000,observed_interaction_louvain_communities,__overall__,3.640000,6,0.266094,0.053548,25.000000,25,0
post,3000,observed_interaction_recent_louvain_communities,Abigail Chen,4,8,0.376937,0.071439,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Adam Smith,6,8,0.289676,-0.061738,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Arthur Burton,2,8,0.113992,-0.018687,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Ayesha Khan,2,8,0.135371,-0.024496,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Carlos Gomez,3,8,0.144158,-0.050870,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Carmen Ortiz,6,8,0.418095,0.071574,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Eddy Lin,3,8,0.303072,0.044148,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Francisco Lopez,4,8,0.399909,0.114956,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Giorgio Rossi,4,8,0.291370,-0.012132,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Hailey Johnson,5,8,0.400526,0.053279,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Isabella Rodriguez,5,8,0.576231,0.280241,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Jane Moreno,3,8,0.359790,0.085783,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Jennifer Moore,5,8,0.457146,0.144979,25,25,0
post,3000,observed_interaction_recent_louvain_communities,John Lin,4,8,0.422720,0.134845,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Klaus Mueller,4,8,0.240295,-0.052426,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Latoya Williams,3,8,0.297453,0.070138,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Maria Lopez,2,8,0.211028,0.021291,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Mei Lin,2,8,0.135371,-0.024496,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Rajiv Patel,5,8,0.416997,0.097781,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Ryan Park,3,8,0.194786,-0.043810,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Sam Moore,4,8,0.233076,-0.038792,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Tamara Taylor,2,8,0.108675,-0.039026,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Tom Moreno,5,8,0.432974,0.077869,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Wolfgang Schulz,2,8,0.113528,-0.035097,25,25,0
post,3000,observed_interaction_recent_louvain_communities,Yuriko Yamamoto,3,8,0.154070,-0.041014,25,25,0
post,3000,observed_interaction_recent_louvain_communities,__overall__,3.640000,8,0.289090,0.033029,25.000000,25,0
post_long,4200,observed_interaction_louvain_communities,Abigail Chen,5,4,0.324172,0.131990,25,25,0
post_long,4200,observed_interaction_louvain_communities,Adam Smith,5,4,0.297364,0.068966,25,25,0
post_long,4200,observed_interaction_louvain_communities,Arthur Burton,4,4,0.253858,0.076397,25,25,0
post_long,4200,observed_interaction_louvain_communities,Ayesha Khan,6,4,0.289464,0.069111,25,25,0
post_long,4200,observed_interaction_louvain_communities,Carlos Gomez,2,4,0.103794,-0.003387,25,25,0
post_long,4200,observed_interaction_louvain_communities,Carmen Ortiz,3,4,0.123848,-0.034483,25,25,0
post_long,4200,observed_interaction_louvain_communities,Eddy Lin,5,4,0.218580,-0.002345,25,25,0
post_long,4200,observed_interaction_louvain_communities,Francisco Lopez,4,4,0.282533,0.110487,25,25,0
post_long,4200,observed_interaction_louvain_communities,Giorgio Rossi,3,4,0.078550,-0.054054,25,25,0
post_long,4200,observed_interaction_louvain_communities,Hailey Johnson,5,4,0.339408,0.104938,25,25,0
post_long,4200,observed_interaction_louvain_communities,Isabella Rodriguez,4,4,0.142012,-0.026616,25,25,0
post_long,4200,observed_interaction_louvain_communities,Jane Moreno,3,4,0.152081,-0.008239,25,25,0
post_long,4200,observed_interaction_louvain_communities,Jennifer Moore,4,4,0.326845,0.141914,25,25,0
post_long,4200,observed_interaction_louvain_communities,John Lin,3,4,0.070314,-0.051333,25,25,0
post_long,4200,observed_interaction_louvain_communities,Klaus Mueller,4,4,0.293376,0.091187,25,25,0
post_long,4200,observed_interaction_louvain_communities,Latoya Williams,4,4,0.369044,0.193449,25,25,0
post_long,4200,observed_interaction_louvain_communities,Maria Lopez,6,4,0.243381,0.017735,25,25,0
post_long,4200,observed_interaction_louvain_communities,Mei Lin,4,4,0.303553,0.134253,25,25,0
post_long,4200,observed_interaction_louvain_communities,Rajiv Patel,5,4,0.334875,0.099591,25,25,0
post_long,4200,observed_interaction_louvain_communities,Ryan Park,4,4,0.212657,0.027943,25,25,0
post_long,4200,observed_interaction_louvain_communities,Sam Moore,6,4,0.279354,0.045117,25,25,0
post_long,4200,observed_interaction_louvain_communities,Tamara Taylor,3,4,0.153996,-0.024465,25,25,0
post_long,4200,observed_interaction_louvain_communities,Tom Moreno,2,4,0.090348,-0.007547,25,25,0
post_long,4200,observed_interaction_louvain_communities,Wolfgang Schulz,2,4,0.159716,0.046997,25,25,0
post_long,4200,observed_interaction_louvain_communities,Yuriko Yamamoto,4,4,0.221516,0.080756,25,25,0
post_long,4200,observed_interaction_louvain_communities,__overall__,4.000000,4,0.226586,0.049135,25.000000,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Abigail Chen,5,7,0.389885,0.093066,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Adam Smith,5,7,0.412832,0.067227,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Arthur Burton,4,7,0.308174,0.039427,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Ayesha Khan,6,7,0.438483,0.085047,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Carlos Gomez,2,7,0.060429,-0.038192,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Carmen Ortiz,3,7,0.265539,0.069149,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Eddy Lin,5,7,0.347266,0.019095,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Francisco Lopez,4,7,0.400467,0.169901,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Giorgio Rossi,3,7,0.186708,-0.011628,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Hailey Johnson,5,7,0.519465,0.212894,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Isabella Rodriguez,4,7,0.217094,-0.059135,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Jane Moreno,3,7,0.250043,0.051286,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Jennifer Moore,4,7,0.406728,0.159514,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,John Lin,3,7,0.134351,-0.044440,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Klaus Mueller,4,7,0.289267,0.006138,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Latoya Williams,4,7,0.440081,0.203596,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Maria Lopez,6,7,0.380619,0.034016,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Mei Lin,4,7,0.306681,0.065759,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Rajiv Patel,5,7,0.470810,0.157860,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Ryan Park,4,7,0.271380,0.008281,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Sam Moore,6,7,0.317621,-0.008778,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Tamara Taylor,3,7,0.158119,-0.043674,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Tom Moreno,2,7,0.201757,0.028777,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Wolfgang Schulz,2,7,0.297182,0.131224,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,Yuriko Yamamoto,4,7,0.287659,0.042473,25,25,0
post_long,4200,observed_interaction_recent_louvain_communities,__overall__,4.000000,7,0.310346,0.057555,25.000000,25,0
